show_id,show_name,channel,genre,language,air_date,city,city_tier,ratings_million,week_number,source
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-02-12,Mumbai,Tier 1,,6,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-02-12,Delhi,Tier 1,4.62,6,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-02-12,Chennai,Tier 1,2.49,6,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-02-12,Bangalore,Tier 1,7.04,6,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-02-12,Hyderabad,Tier 2,1.75,6,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-02-12,Mumbai,Tier 1,2.09,6,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-02-12,Delhi,Tier 1,4.54,6,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-02-12,Chennai,Tier 1,5.97,6,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-02-12,Bangalore,Tier 1,2.01,6,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-02-12,Hyderabad,Tier 2,1.32,6,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-02-19,Mumbai,Tier 1,7.96,7,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-02-19,Delhi,Tier 1,5.37,7,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-02-19,Chennai,Tier 1,3.79,7,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-02-19,Bangalore,Tier 1,4.38,7,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-02-19,Hyderabad,Tier 2,0.57,7,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-02-19,Mumbai,Tier 1,,7,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-02-19,Delhi,Tier 1,3.04,7,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-02-19,Chennai,Tier 1,4.91,7,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-02-19,Bangalore,Tier 1,2.23,7,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-02-19,Hyderabad,Tier 2,,7,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-02-19,Mumbai,Tier 1,1.03,7,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-02-19,Delhi,Tier 1,5.23,7,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-02-19,Chennai,Tier 1,2.22,7,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-02-19,Bangalore,Tier 1,,7,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-02-19,Hyderabad,Tier 2,3.45,7,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-02-19,Mumbai,Tier 1,1.03,7,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-02-19,Delhi,Tier 1,2.29,7,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-02-19,Chennai,Tier 1,5.52,7,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-02-19,Bangalore,Tier 1,2.11,7,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-02-19,Hyderabad,Tier 2,0.62,7,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-02-19,Mumbai,Tier 1,7.52,7,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-02-19,Delhi,Tier 1,4.78,7,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-02-19,Chennai,Tier 1,4.05,7,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-02-19,Bangalore,Tier 1,6.38,7,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-02-19,Hyderabad,Tier 2,3.25,7,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-02-26,Mumbai,Tier 1,1.93,8,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-02-26,Delhi,Tier 1,1.23,8,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-02-26,Chennai,Tier 1,3.73,8,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-02-26,Bangalore,Tier 1,3.68,8,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-02-26,Hyderabad,Tier 2,1.92,8,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-02-26,Mumbai,Tier 1,5.97,8,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-02-26,Delhi,Tier 1,5.55,8,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-02-26,Chennai,Tier 1,7.88,8,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-02-26,Bangalore,Tier 1,1.24,8,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-02-26,Hyderabad,Tier 2,1.67,8,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-02-26,Mumbai,Tier 1,3.04,8,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-02-26,Delhi,Tier 1,6.96,8,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-02-26,Chennai,Tier 1,2.36,8,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-02-26,Bangalore,Tier 1,,8,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-02-26,Hyderabad,Tier 2,1.85,8,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-02-26,Mumbai,Tier 1,3.66,8,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-02-26,Delhi,Tier 1,2.59,8,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-02-26,Chennai,Tier 1,2.37,8,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-02-26,Bangalore,Tier 1,7.42,8,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-02-26,Hyderabad,Tier 2,1.83,8,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-02-26,Mumbai,Tier 1,6.96,8,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-02-26,Delhi,Tier 1,4.63,8,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-02-26,Chennai,Tier 1,0.88,8,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-02-26,Bangalore,Tier 1,7.99,8,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-02-26,Hyderabad,Tier 2,3.36,8,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-03-04,Mumbai,Tier 1,7.77,9,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-03-04,Delhi,Tier 1,7.45,9,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-03-04,Chennai,Tier 1,6.87,9,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-03-04,Bangalore,Tier 1,1.75,9,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-03-04,Hyderabad,Tier 2,1.99,9,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-03-04,Mumbai,Tier 1,2.1,9,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-03-04,Delhi,Tier 1,3.51,9,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-03-04,Chennai,Tier 1,0.94,9,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-03-04,Bangalore,Tier 1,3.34,9,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-03-04,Hyderabad,Tier 2,3.94,9,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-03-04,Mumbai,Tier 1,2.49,9,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-03-04,Delhi,Tier 1,6.38,9,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-03-04,Chennai,Tier 1,3.91,9,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-03-04,Bangalore,Tier 1,3.67,9,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-03-04,Hyderabad,Tier 2,3.83,9,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-03-04,Mumbai,Tier 1,7.97,9,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-03-04,Delhi,Tier 1,4.67,9,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-03-04,Chennai,Tier 1,5.89,9,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-03-04,Bangalore,Tier 1,1.66,9,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-03-04,Hyderabad,Tier 2,1.26,9,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-03-04,Mumbai,Tier 1,7.77,9,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-03-04,Delhi,Tier 1,4.84,9,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-03-04,Chennai,Tier 1,4.57,9,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-03-04,Bangalore,Tier 1,6.11,9,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-03-04,Hyderabad,Tier 2,0.32,9,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-03-11,Mumbai,Tier 1,,10,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-03-11,Delhi,Tier 1,4.27,10,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-03-11,Chennai,Tier 1,-1.0,10,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-03-11,Bangalore,Tier 1,1.68,10,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-03-11,Hyderabad,Tier 2,3.85,10,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-03-11,Mumbai,Tier 1,1.1,10,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-03-11,Delhi,Tier 1,1.89,10,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-03-11,Chennai,Tier 1,4.96,10,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-03-11,Bangalore,Tier 1,5.56,10,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-03-11,Hyderabad,Tier 2,1.02,10,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-03-11,Mumbai,Tier 1,1.4,10,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-03-11,Delhi,Tier 1,7.18,10,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-03-11,Chennai,Tier 1,,10,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-03-11,Bangalore,Tier 1,4.96,10,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-03-11,Hyderabad,Tier 2,2.52,10,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-03-11,Mumbai,Tier 1,3.64,10,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-03-11,Delhi,Tier 1,4.88,10,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-03-11,Chennai,Tier 1,4.42,10,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-03-11,Bangalore,Tier 1,7.51,10,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-03-11,Hyderabad,Tier 2,,10,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-03-11,Mumbai,Tier 1,5.87,10,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-03-11,Delhi,Tier 1,2.29,10,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-03-11,Chennai,Tier 1,3.47,10,BARC
